   10.9545453918      5.5308309713
   10.8878976951      5.4496584392
   11.2452002598      5.5750588011
   10.8945615446      5.4331486182
   11.1936673282      5.4857318543
   10.8482799632      5.4913785171
   11.4430394303      5.4265771466
   10.9167976801      5.3766970958
   10.7381229874      5.3519764574
   11.0785392057      5.4448044835
   11.3410350642      5.6232125711
   10.9957979961      5.6265081511
   10.8893044081      5.3548101486
   11.0172593537      5.3048886394
   10.9249085602      5.4844273577
   10.7865627017      5.5415292114
   11.0938368156      5.5390280107
   11.0329638143      5.4193365583
   11.1381903673      5.4790290015
   11.1086219165      5.6179179352
   11.1423883120      5.3485965243
   10.9442074130      5.4618603791
   10.9036829632      5.3816846467
   11.0314960944      5.6332306729
   10.8779463342      5.3426679718
   10.8683844026      5.3481612108
   11.0595911527      5.4766110989
   11.1480985077      5.6046487797
   10.9067477935      5.4377349706
   11.0313790560      5.3420687486
   11.3719639706      5.4422822121
   10.8286143087      5.6171359064
   10.8942875178      5.4451019554
   11.0079214791      5.4384993371
   10.9794856852      5.4302529726
   11.1977557260      5.5258238458
   11.0858511088      5.4203481711
   10.8948885503      5.3180825341
   11.1651875802      5.3836944537
   10.7467217454      5.4376256625
   11.2733872283      5.6012573408
   11.1968435008      5.3503118462
   10.9103525518      5.4490738297
   11.0808492213      5.3682012283
   11.1537080490      5.5228966819
   11.0783688087      5.5411824396
   10.7398482411      5.4436571893
   11.0061032632      5.3728648730
   10.9068469509      5.4260886261
   10.6577014620      5.4497160212
   10.8983435124      5.3421195155
   11.0001900795      5.4141961202
   11.0201935177      5.4085198149
   11.0841977840      5.2789258207
   11.1192852530      5.5826409583
   11.0046722105      5.4507820054
   11.1183617390      5.4165699017
   10.8479499559      5.4255852701
   11.0470351027      5.4507049467
   11.0842841058      5.3705960897
   10.9756760426      5.4349409254
   11.0058351879      5.5248288286
   11.2257221586      5.5087330257
   11.1504925356      5.3662434784
   11.0056836848      5.4752405120
   10.7261128540      5.3080324980
   10.8296975637      5.4139826998
   11.1235759933      5.4017552062
   10.8155002876      5.3765959037
   11.0188103345      5.2949789802
   11.0202126935      5.5040709048
   11.2567967642      5.5356303789
   10.9736029864      5.2182051747
   11.0920280352      5.5268213182
   10.9759836417      5.4488182034
   10.9704482249      5.5345382691
   10.9983288558      5.3912453484
   10.9973427462      5.4018668986
   10.8046651525      5.2905587940
   11.1999530255      5.4816380867
   11.0736056434      5.4260555312
   11.0855506717      5.3633368283
   10.7559658478      5.2570138526
   10.9965050022      5.4893874929
   11.3581419824      5.3674647873
   10.8428178403      5.3969419880
   10.8673454843      5.3524369853
   11.3484580703      5.3568412025
   10.8118257951      5.4101193729
   11.0426498896      5.3721302109
   11.0771309177      5.4005921207
   10.9703826062      5.3974352096
   10.9456702291      5.5224824583
   11.1424847384      5.2739575898
    0.0000000000      5.4824465551
